Numéro de boucle;Libellé;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Probabilité de présence d'anomalies;Jour de la semaine
0672;Pont de Pornic vers Nord;2021-01-14;0;0;0;0;1;3;9;54;170;64;16;15;39;28;23;19;46;84;122;53;22;9;2;0;;4
0742;Philippot vers Est;2021-01-14;1;1;0;1;0;6;16;55;127;45;29;22;48;48;21;30;53;107;102;56;22;11;8;0;;4
0948;Bd Malakoff vers Est;2021-01-14;0;0;0;0;0;0;3;15;44;14;7;8;13;3;3;20;14;34;36;14;5;0;0;1;;4
0959;Sorinières Vers Sud;2021-01-14;0;1;0;0;1;0;2;6;9;0;3;0;1;1;3;2;2;3;5;1;0;1;0;0;;4
0996;Van Iseghem vers Nord;2021-01-14;0;0;0;0;0;1;1;23;23;16;7;6;8;9;8;5;16;22;37;35;7;1;1;0;;4
0725;Pont Tabarly vers Sud;2021-01-14;0;0;0;0;1;1;5;19;44;11;9;7;20;11;11;11;25;36;33;24;5;2;0;1;;4
0745;Calvaire vers Ouest;2021-01-14;0;0;0;0;0;0;0;1;6;2;0;4;4;2;2;5;4;10;13;4;2;2;0;0;;4
0787;50 Otages Vers Sud;2021-01-14;0;0;0;1;1;2;13;69;218;101;32;25;66;87;54;51;81;113;124;59;22;6;1;0;;4
0881;Madeleine vers Sud;2021-01-14;2;0;0;1;2;6;17;75;190;87;32;31;77;74;72;65;105;149;197;117;40;25;7;0;;4
0890;Pont de Pirmil vers Sud;2021-01-14;2;2;2;4;4;14;36;127;301;123;45;46;77;84;78;73;121;197;237;133;54;18;6;2;;4
0945;Magellan vers Ouest;2021-01-14;2;1;0;0;0;4;9;24;61;34;13;10;37;23;23;12;23;52;83;40;9;11;3;1;;4
0977;3 Continents vers Nord;2021-01-14;0;0;0;0;0;0;0;12;33;42;6;0;6;18;15;15;6;24;15;6;0;0;0;0;;4
0986;Tremie vers Ouest;2021-01-14;0;0;0;0;0;0;7;18;45;24;10;7;9;8;7;8;11;26;15;5;1;1;0;1;;4
0989;Kennedy vers Ouest;2021-01-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4
9998;;2021-01-14;0;0;0;0;0;1;11;9;38;31;26;25;2;29;16;10;3;27;28;28;7;3;0;1;;4
0950;avenue de la Libération vers Nord;2021-01-14;0;1;0;1;2;5;12;41;95;30;6;4;24;14;8;11;19;25;22;20;9;3;1;0;;4
0744;Calvaire vers Est;2021-01-14;0;0;0;1;1;5;4;21;50;20;18;20;27;27;22;32;22;43;65;35;20;3;2;3;;4
0847;Entrée pont Audibert vers Sud;2021-01-14;1;1;2;3;0;4;14;60;190;110;32;32;82;94;68;56;127;213;250;159;63;35;8;5;;4
0960;Sorinières Vers Nord;2021-01-14;0;0;0;0;0;0;0;1;5;0;2;0;3;2;1;4;1;4;0;1;0;1;0;0;;4
0980;Pont Tabarly vers Sud;2021-01-14;0;0;0;0;0;0;0;4;6;1;1;1;0;2;1;2;2;5;6;2;0;0;0;1;;4
0988;Kennedy vers Est;2021-01-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4
9999;;2021-01-14;3;4;1;0;3;1;4;3;19;14;3;3;14;13;14;8;8;24;30;28;13;15;8;3;;4
0675;Pont Haudaudine vers Nord;2021-01-14;0;0;0;0;0;5;7;35;91;37;30;17;33;31;18;17;30;66;62;38;17;10;7;0;;4
0677;Pont Willy Brandt vers Malakoff;2021-01-14;0;1;0;0;0;2;7;21;38;23;3;6;10;16;5;2;8;30;19;16;6;2;1;0;;4
0788;50 Otages Vers Nord;2021-01-14;1;1;0;0;2;4;4;46;91;50;26;31;77;70;45;53;80;152;222;148;40;25;6;0;;4
0944;Magellan vers Est;2021-01-14;0;0;0;0;0;3;1;13;32;13;4;6;10;11;9;12;17;32;21;16;2;2;0;0;;4
0979;3 Continents vers Sud;2021-01-14;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;3;6;6;0;0;0;0;0;Faible;4
0981;Pont Tabarly vers Nord;2021-01-14;0;0;0;0;0;3;1;7;12;5;0;3;2;4;5;4;9;5;9;9;1;0;0;0;;4
0997;Van Iseghem vers Sud;2021-01-14;0;0;0;1;0;0;3;15;45;16;6;7;10;15;8;9;17;46;37;17;4;0;1;0;;4
0664;Bonduelle vers sud;2021-01-14;1;0;0;0;1;4;5;31;97;56;14;16;34;28;25;26;44;84;103;49;19;8;7;2;;4
0666;Pont Audibert vers Sud;2021-01-14;0;1;0;0;0;0;0;6;7;5;2;1;4;7;6;11;18;24;30;17;3;8;0;0;;4
0674;Pont Haudaudine vers Sud;2021-01-14;0;0;0;0;0;2;3;16;63;49;11;23;36;26;33;17;41;64;71;52;20;12;2;1;;4
0746;Chemin de halage Tortière vers Sud;2021-01-14;0;0;0;0;0;1;3;13;58;24;12;10;23;11;6;8;36;62;43;30;4;0;0;0;;4
0943;Magellan vers Ouest;2021-01-14;0;0;0;0;0;3;0;6;27;12;5;3;13;7;3;7;13;15;22;18;5;1;0;0;;4
0995;Ceineray vers Ouest;2021-01-14;0;0;0;0;0;2;6;38;120;52;12;6;27;36;26;20;34;65;49;24;10;3;0;2;;4
0665;Bonduelle vers Nord;2021-01-14;0;1;0;0;1;2;15;57;89;34;18;16;28;25;11;13;22;61;59;37;18;13;3;3;;4
0667;Entrée pont Audibert vers Nord;2021-01-14;3;0;0;2;3;8;27;135;319;154;51;44;98;105;75;70;111;176;202;118;42;15;7;1;;4
0668;De Gaulle vers sud;2021-01-14;0;0;0;0;0;3;2;17;42;20;11;12;26;14;10;23;50;68;92;54;19;8;8;2;;4
0682;pont Anne de Bretagne vers Sud;2021-01-14;2;1;0;1;1;4;14;36;165;79;18;16;34;46;29;32;37;69;83;52;17;4;2;1;;4
0747;Chemin de halage Tortière vers Nord;2021-01-14;0;0;0;0;0;2;1;40;65;43;14;10;16;24;13;14;26;35;52;30;4;3;0;0;;4
0786;50 Otages Vers Nord;2021-01-14;1;0;0;0;0;0;0;4;15;7;1;1;4;2;3;5;11;13;29;8;1;2;0;0;;4
0946;Magellan vers Est;2021-01-14;1;0;0;1;1;2;6;25;108;46;13;18;44;35;23;30;34;77;80;52;16;8;1;1;;4
0947;Bd Malakoff vers Ouest;2021-01-14;0;0;0;0;1;1;1;15;51;21;4;3;8;13;1;7;14;18;20;10;3;0;1;1;;4
0994;Ceineray vers Est;2021-01-14;1;0;0;0;0;1;0;15;42;13;5;12;27;21;20;11;26;55;81;54;10;6;1;1;;4
0664;Bonduelle vers sud;2021-01-13;0;0;0;0;1;2;7;35;86;39;14;18;38;41;33;20;40;65;83;72;26;3;8;1;;3
0666;Pont Audibert vers Sud;2021-01-13;0;0;0;0;0;2;1;4;3;8;1;6;11;7;11;10;17;27;23;15;2;5;2;1;;3
0725;Pont Tabarly vers Sud;2021-01-13;0;1;0;0;0;1;6;22;44;35;;10;25;22;11;16;24;34;30;23;3;2;1;0;;3
0742;Philippot vers Est;2021-01-13;0;0;0;0;2;5;11;56;99;72;22;33;48;50;36;36;43;80;85;49;18;3;3;4;;3
0745;Calvaire vers Ouest;2021-01-13;0;0;0;0;0;1;0;2;9;3;2;4;7;8;5;11;9;14;13;15;2;1;1;0;;3
0746;Chemin de halage Tortière vers Sud;2021-01-13;0;0;0;0;0;1;3;22;62;20;11;15;34;21;22;19;31;52;40;21;5;2;0;0;;3
0960;Sorinières Vers Nord;2021-01-13;0;0;0;0;0;0;0;0;4;2;2;2;3;0;0;2;4;4;4;0;1;0;1;0;;3
0979;3 Continents vers Sud;2021-01-13;0;0;0;0;0;0;21;9;51;33;24;33;60;27;45;28;18;0;6;0;0;0;0;0;;3
0997;Van Iseghem vers Sud;2021-01-13;0;0;0;0;0;2;4;20;61;30;9;11;20;17;12;15;13;37;26;17;6;1;0;0;;3
9998;;2021-01-13;0;0;0;2;0;0;13;28;34;32;14;19;41;1;18;11;31;38;30;28;12;2;2;0;;3
0670;Pont de Pirmil vers Sud;2021-01-13;0;0;0;0;1;3;15;19;24;14;11;10;19;17;9;10;11;27;38;21;6;4;1;1;;3
0677;Pont Willy Brandt vers Malakoff;2021-01-13;0;0;0;0;0;1;5;13;43;18;4;6;16;20;14;10;16;22;21;15;3;1;1;0;;3
0743;Philippot vers ouest;2021-01-13;2;1;1;0;0;1;6;30;95;69;29;27;51;53;42;37;39;75;84;72;28;14;3;2;;3
0744;Calvaire vers Est;2021-01-13;2;0;0;1;2;2;7;16;41;28;33;30;54;33;24;31;29;34;52;37;12;9;2;1;;3
0786;50 Otages Vers Nord;2021-01-13;1;0;0;0;0;0;1;4;11;7;2;5;11;4;1;6;4;15;25;6;3;2;0;0;;3
0788;50 Otages Vers Nord;2021-01-13;0;0;0;0;0;2;4;45;72;58;54;83;113;81;53;63;96;143;186;156;41;15;5;2;;3
0943;Magellan vers Ouest;2021-01-13;0;0;0;0;0;1;4;9;25;12;4;2;11;9;6;11;6;13;14;9;4;0;0;0;;3
0949;avenue de la Libération vers Sud;2021-01-13;0;1;1;0;0;2;1;3;4;6;6;11;14;8;11;5;9;18;24;16;8;4;2;0;;3
0987;Tremie vers Est;2021-01-13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Faible;3
0727;Pont Tabarly vers Nord;2021-01-13;1;0;1;0;0;3;5;27;46;32;;18;30;19;12;16;8;39;23;20;7;9;2;0;;3
0988;Kennedy vers Est;2021-01-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0994;Ceineray vers Est;2021-01-13;0;0;0;0;0;1;0;15;31;26;19;28;28;27;14;19;33;60;70;51;11;4;0;0;;3
0950;avenue de la Libération vers Nord;2021-01-13;0;1;0;0;2;5;14;45;84;30;25;11;28;23;21;17;19;24;27;7;4;1;0;0;;3
0674;Pont Haudaudine vers Sud;2021-01-13;1;1;0;0;0;1;6;8;77;45;16;28;43;34;35;24;41;61;69;56;24;9;5;4;;3
0675;Pont Haudaudine vers Nord;2021-01-13;0;0;0;0;0;4;8;33;75;47;24;25;40;38;31;31;34;58;66;44;16;5;1;2;;3
0683;pont Anne de Bretagne vers Nord;2021-01-13;1;0;1;1;0;3;4;35;69;27;16;17;55;34;23;21;35;76;93;62;24;8;2;2;;3
0785;50 Otages Vers Sud;2021-01-13;5;1;1;1;1;6;41;173;447;266;158;170;292;245;182;167;210;387;460;310;106;39;18;4;;3
0881;Madeleine vers Sud;2021-01-13;1;1;1;0;2;4;19;74;151;112;73;57;109;82;83;65;89;166;183;124;48;18;4;3;;3
0995;Ceineray vers Ouest;2021-01-13;0;0;0;0;0;5;10;35;114;54;25;22;34;34;35;30;30;67;46;31;8;3;3;0;;3
9999;;2021-01-13;4;0;1;0;5;8;4;14;19;9;4;15;21;15;12;9;11;26;25;19;20;7;8;3;;3
0667;Entrée pont Audibert vers Nord;2021-01-13;2;1;1;0;3;7;31;124;277;171;87;72;139;125;94;62;100;152;193;131;38;16;2;3;;3
0890;Pont de Pirmil vers Sud;2021-01-13;3;5;2;0;3;12;26;136;261;102;62;75;116;98;77;79;104;199;252;130;62;24;9;2;;3
0945;Magellan vers Ouest;2021-01-13;0;0;0;0;0;2;9;21;51;38;15;19;30;36;17;28;38;45;54;30;14;5;2;0;;3
0959;Sorinières Vers Sud;2021-01-13;0;0;1;0;0;0;1;5;7;2;4;4;2;4;1;2;5;6;2;0;0;1;0;0;;3
0977;3 Continents vers Nord;2021-01-13;0;0;0;0;0;3;3;24;18;15;15;12;6;12;15;12;6;15;12;27;6;0;0;3;;3
0981;Pont Tabarly vers Nord;2021-01-13;0;0;0;0;0;3;1;6;15;5;;3;2;3;4;4;13;5;6;6;0;0;0;0;;3
0986;Tremie vers Ouest;2021-01-13;0;0;0;0;0;0;3;10;31;18;7;2;5;14;12;12;7;16;17;4;6;0;1;1;;3
0996;Van Iseghem vers Nord;2021-01-13;0;0;0;0;0;1;1;13;26;18;6;11;26;14;2;9;19;14;41;11;5;4;0;0;;3
0668;De Gaulle vers sud;2021-01-13;0;0;1;0;1;1;4;20;40;20;12;19;32;35;22;12;33;62;83;57;15;5;5;2;;3
0681;Stalingrad vers est;2021-01-13;0;0;0;0;2;0;2;15;19;19;8;15;30;23;19;20;21;39;43;41;16;8;4;3;;3
0944;Magellan vers Est;2021-01-13;0;0;0;0;0;0;1;15;29;22;6;10;12;13;8;12;9;23;22;16;7;1;0;0;;3
0980;Pont Tabarly vers Sud;2021-01-13;0;0;0;0;1;0;0;3;4;0;;1;3;4;1;0;0;2;0;3;1;0;0;0;;3
0669;De Gaulle sortie Clémenceau vers Nord;2021-01-13;0;0;0;0;1;1;14;52;121;52;16;15;27;38;22;9;22;33;35;20;4;5;2;1;;3
0672;Pont de Pornic vers Nord;2021-01-13;0;0;0;0;0;3;9;50;141;57;28;27;47;35;24;20;49;99;108;43;14;7;1;0;;3
0673;Pont de Pornic vers Sud;2021-01-13;0;0;0;0;0;2;3;7;17;8;9;4;18;10;7;10;16;15;12;12;9;1;2;0;;3
0679;Bd Malakoff vers Gare Sud;2021-01-13;0;0;0;0;0;1;0;2;6;7;3;3;9;4;0;3;5;5;8;2;1;0;0;0;;3
0680;Stalingrad vers ouest;2021-01-13;0;1;0;1;1;3;7;26;46;32;19;13;38;21;34;22;29;42;32;21;7;6;1;1;;3
0880;Madeleine vers Nord;2021-01-13;1;1;1;1;0;2;20;71;163;108;37;47;79;88;57;63;79;119;162;118;44;20;4;3;;3
0946;Magellan vers Est;2021-01-13;0;0;0;1;0;1;3;28;90;61;20;28;46;43;31;27;33;53;65;43;15;3;0;1;;3
0947;Bd Malakoff vers Ouest;2021-01-13;0;0;0;0;0;1;2;14;38;19;5;7;23;6;4;16;31;9;14;8;0;0;0;0;;3
0665;Bonduelle vers Nord;2021-01-13;1;0;1;0;1;2;13;38;81;41;14;17;29;20;23;15;30;52;77;41;20;8;1;2;;3
0676;Pont Willy Brandt vers Beaulieu;2021-01-13;0;0;0;0;1;0;5;20;55;16;10;14;24;15;19;11;29;40;44;25;6;4;1;1;;3
0682;pont Anne de Bretagne vers Sud;2021-01-13;0;0;0;1;1;4;11;37;150;74;32;21;44;40;47;37;42;64;75;49;23;4;1;0;;3
0747;Chemin de halage Tortière vers Nord;2021-01-13;0;0;0;0;0;2;1;31;47;34;18;20;21;27;14;25;26;41;48;29;5;3;0;0;;3
0787;50 Otages Vers Sud;2021-01-13;0;0;1;0;7;3;22;72;226;105;57;55;93;85;79;62;75;128;96;68;24;12;9;2;;3
0847;Entrée pont Audibert vers Sud;2021-01-13;2;1;2;1;0;4;19;55;157;118;48;61;97;122;81;104;128;168;248;164;54;34;8;7;;3
0948;Bd Malakoff vers Est;2021-01-13;0;0;0;0;0;0;4;13;41;8;5;15;15;16;9;12;12;28;27;16;8;2;1;3;;3
0989;Kennedy vers Ouest;2021-01-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0727;Pont Tabarly vers Nord;2021-01-12;1;0;0;0;0;3;11;25;52;19;20;16;14;14;5;18;21;28;24;13;7;5;0;0;;2
0950;avenue de la Libération vers Nord;2021-01-12;0;0;0;0;2;4;9;35;110;31;10;14;26;29;8;11;12;18;23;15;4;4;1;1;;2
0664;Bonduelle vers sud;2021-01-12;0;0;0;0;1;2;8;33;90;42;12;17;50;42;27;24;42;94;90;66;14;7;4;0;;2
0672;Pont de Pornic vers Nord;2021-01-12;0;0;0;0;0;1;6;47;178;75;26;20;41;35;29;27;57;100;122;60;14;3;0;0;;2
0673;Pont de Pornic vers Sud;2021-01-12;0;0;0;0;0;2;5;7;24;10;4;7;10;10;9;7;10;16;21;14;5;2;2;0;;2
0679;Bd Malakoff vers Gare Sud;2021-01-12;0;0;0;0;0;0;2;0;6;4;3;5;2;5;2;1;4;7;13;4;1;1;0;1;;2
0682;pont Anne de Bretagne vers Sud;2021-01-12;0;0;0;0;2;5;13;44;169;82;16;17;32;51;31;36;50;64;93;40;13;6;2;2;;2
0744;Calvaire vers Est;2021-01-12;0;0;0;0;0;6;5;20;50;31;19;23;31;37;18;29;30;42;64;38;15;7;4;0;;2
0746;Chemin de halage Tortière vers Sud;2021-01-12;0;0;0;0;0;2;4;22;58;26;15;8;23;16;10;9;24;47;43;31;1;1;1;0;;2
0787;50 Otages Vers Sud;2021-01-12;0;0;2;0;0;3;24;72;224;122;61;56;74;86;47;49;65;84;104;60;21;10;2;3;;2
0881;Madeleine vers Sud;2021-01-12;0;0;1;0;2;4;21;76;188;103;57;52;91;90;77;76;74;168;208;91;28;21;3;1;;2
0948;Bd Malakoff vers Est;2021-01-12;0;0;0;0;0;0;2;15;53;9;2;3;13;6;1;15;11;34;35;14;5;3;1;1;;2
0959;Sorinières Vers Sud;2021-01-12;0;0;0;0;1;0;1;6;7;2;1;2;1;1;1;3;3;6;3;3;0;0;0;0;;2
0997;Van Iseghem vers Sud;2021-01-12;0;0;0;0;0;1;5;29;55;30;12;4;19;20;8;12;11;33;37;20;0;2;0;0;;2
0665;Bonduelle vers Nord;2021-01-12;0;1;0;0;1;3;18;44;81;46;23;26;36;31;23;15;30;69;51;39;14;6;3;2;;2
0683;pont Anne de Bretagne vers Nord;2021-01-12;0;0;0;0;0;0;1;40;63;34;17;15;43;29;22;18;32;69;94;59;18;2;1;0;;2
0788;50 Otages Vers Nord;2021-01-12;1;0;0;0;1;2;2;46;96;58;42;55;93;82;46;58;51;138;215;137;39;9;3;3;;2
0944;Magellan vers Est;2021-01-12;0;1;0;0;0;0;4;14;34;17;2;5;8;12;8;9;12;32;20;14;8;0;0;0;;2
0945;Magellan vers Ouest;2021-01-12;0;0;0;0;0;2;6;16;74;33;8;17;33;28;14;13;22;54;68;39;8;4;1;1;;2
0989;Kennedy vers Ouest;2021-01-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2
0668;De Gaulle vers sud;2021-01-12;0;0;0;0;1;1;4;20;50;23;8;12;41;25;19;18;43;86;96;59;15;6;2;0;;2
0670;Pont de Pirmil vers Sud;2021-01-12;0;0;0;0;3;2;11;22;32;7;11;6;12;11;9;12;16;29;32;24;7;7;1;2;;2
0674;Pont Haudaudine vers Sud;2021-01-12;1;0;1;0;0;0;3;15;64;53;27;30;37;38;31;18;50;77;64;61;17;6;2;0;;2
0676;Pont Willy Brandt vers Beaulieu;2021-01-12;2;0;0;0;0;1;1;21;66;28;13;7;15;17;11;10;26;44;45;17;11;2;0;1;;2
0785;50 Otages Vers Sud;2021-01-12;1;0;1;2;0;6;28;117;335;248;134;154;276;277;177;188;213;368;482;302;83;42;15;10;;2
0947;Bd Malakoff vers Ouest;2021-01-12;0;0;0;0;0;1;0;14;56;19;5;7;8;7;6;5;21;26;15;5;3;0;0;0;;2
0979;3 Continents vers Sud;2021-01-12;0;0;0;0;0;0;0;0;6;0;9;6;0;6;3;48;9;30;3;12;3;0;0;0;;2
0988;Kennedy vers Est;2021-01-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2
0995;Ceineray vers Ouest;2021-01-12;0;0;0;0;0;4;10;34;124;64;21;15;22;39;22;21;35;55;53;34;8;0;3;1;;2
0666;Pont Audibert vers Sud;2021-01-12;0;0;0;0;0;0;2;5;6;7;2;3;8;7;6;12;12;24;17;13;7;9;0;1;;2
0677;Pont Willy Brandt vers Malakoff;2021-01-12;0;0;0;0;0;1;7;19;38;16;6;3;11;13;4;10;10;21;23;15;4;1;0;0;;2
0725;Pont Tabarly vers Sud;2021-01-12;0;0;0;0;0;3;8;18;51;17;10;9;28;19;14;15;21;43;37;21;4;3;0;2;;2
0742;Philippot vers Est;2021-01-12;1;0;0;1;2;5;15;55;100;46;30;29;50;51;37;37;46;98;97;49;20;10;4;0;;2
0786;50 Otages Vers Nord;2021-01-12;0;0;0;0;0;0;2;2;5;5;4;3;5;5;7;5;5;13;19;3;2;1;1;0;;2
0890;Pont de Pirmil vers Sud;2021-01-12;1;3;3;0;5;11;40;124;303;130;53;61;93;94;67;57;104;183;206;105;54;19;2;5;;2
0960;Sorinières Vers Nord;2021-01-12;0;0;0;0;0;0;0;2;5;2;0;1;1;1;1;1;2;6;4;0;0;0;0;1;;2
0980;Pont Tabarly vers Sud;2021-01-12;0;0;0;1;0;0;0;5;4;3;2;3;2;1;0;4;2;7;3;4;1;0;1;0;;2
0981;Pont Tabarly vers Nord;2021-01-12;0;0;0;0;0;2;1;3;6;4;3;4;5;4;5;5;8;14;10;8;1;0;0;1;;2
0987;Tremie vers Est;2021-01-12;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2
0667;Entrée pont Audibert vers Nord;2021-01-12;0;1;0;0;5;4;33;126;358;160;60;58;117;107;73;72;82;150;193;105;33;11;2;3;;2
0669;De Gaulle sortie Clémenceau vers Nord;2021-01-12;0;0;0;0;0;2;16;50;136;56;22;19;18;32;18;17;23;35;44;13;10;7;0;1;;2
0675;Pont Haudaudine vers Nord;2021-01-12;0;0;0;0;0;4;14;38;94;47;21;21;39;35;19;24;33;57;66;39;25;5;1;0;;2
0743;Philippot vers ouest;2021-01-12;1;0;0;0;0;0;5;39;107;55;21;23;41;54;39;24;50;82;106;68;23;10;1;2;;2
0745;Calvaire vers Ouest;2021-01-12;0;0;0;0;0;2;0;2;8;4;2;1;5;11;4;4;10;19;14;10;6;4;0;0;;2
0847;Entrée pont Audibert vers Sud;2021-01-12;1;1;1;1;1;6;13;58;179;101;42;50;93;101;85;67;131;190;232;126;52;32;8;5;;2
0880;Madeleine vers Nord;2021-01-12;0;0;1;1;1;3;17;78;200;94;37;46;83;82;56;52;88;143;131;94;33;14;5;3;;2
0949;avenue de la Libération vers Sud;2021-01-12;1;0;0;0;0;0;0;2;8;4;2;6;10;9;8;3;7;27;27;19;7;6;0;0;;2
0680;Stalingrad vers ouest;2021-01-12;0;0;0;1;3;5;8;38;59;24;17;18;28;21;28;17;23;38;26;23;10;5;1;1;;2
0681;Stalingrad vers est;2021-01-12;1;0;0;0;3;0;2;18;33;13;8;13;28;28;12;14;25;46;58;49;12;8;1;1;;2
0747;Chemin de halage Tortière vers Nord;2021-01-12;0;0;0;0;0;1;2;30;68;37;14;14;12;33;19;11;29;33;53;26;5;1;0;0;;2
0977;3 Continents vers Nord;2021-01-12;0;0;0;0;0;9;0;27;27;12;15;0;12;12;15;15;6;33;24;6;9;3;0;0;;2
0986;Tremie vers Ouest;2021-01-12;0;0;0;0;0;0;3;13;46;26;8;11;7;17;11;7;6;13;14;3;2;1;1;0;;2
0996;Van Iseghem vers Nord;2021-01-12;0;0;0;0;0;0;0;13;32;18;9;9;9;20;11;12;13;17;36;17;6;6;1;2;;2
0943;Magellan vers Ouest;2021-01-12;0;0;0;0;0;1;1;4;36;8;3;4;5;9;4;5;9;24;17;10;2;1;0;0;;2
0946;Magellan vers Est;2021-01-12;0;1;0;0;1;0;6;23;110;65;12;16;34;40;23;25;34;58;80;49;12;3;3;2;;2
0994;Ceineray vers Est;2021-01-12;0;0;0;0;0;0;0;22;42;14;13;17;26;26;19;20;23;51;79;54;11;4;0;0;;2
9998;;2021-01-12;0;0;0;0;0;1;2;23;44;30;17;20;19;16;6;30;23;48;41;32;16;6;10;4;;2
9999;;2021-01-12;2;0;0;2;0;3;4;6;14;13;10;9;22;5;6;10;14;26;32;31;9;12;17;0;;2
0668;De Gaulle vers sud;2021-01-11;1;0;0;0;3;1;4;9;45;17;14;17;23;23;17;20;39;73;81;42;17;13;4;2;;1
0674;Pont Haudaudine vers Sud;2021-01-11;0;0;0;0;1;0;1;16;67;30;24;19;23;36;34;21;47;63;77;46;14;4;1;0;;1
0680;Stalingrad vers ouest;2021-01-11;2;0;0;0;1;5;10;32;45;21;13;19;14;31;17;22;22;34;36;21;8;6;3;2;;1
0743;Philippot vers ouest;2021-01-11;0;0;0;0;0;1;4;33;96;53;25;22;38;43;27;29;35;76;97;69;20;6;4;2;;1
0787;50 Otages Vers Sud;2021-01-11;0;0;1;0;1;4;15;58;216;94;58;33;67;76;38;52;68;96;93;59;10;1;2;0;;1
0847;Entrée pont Audibert vers Sud;2021-01-11;2;0;1;1;0;4;14;51;184;105;39;38;84;91;55;57;112;211;214;135;39;26;10;4;;1
0948;Bd Malakoff vers Est;2021-01-11;0;0;0;0;0;0;2;12;36;9;2;7;9;6;4;16;15;27;27;12;3;0;2;0;;1
0959;Sorinières Vers Sud;2021-01-11;0;0;0;0;1;0;0;6;7;0;0;3;2;2;1;3;2;2;2;2;1;0;0;0;;1
0995;Ceineray vers Ouest;2021-01-11;0;0;0;0;0;6;9;33;110;44;27;18;35;34;19;25;35;42;55;24;2;1;0;0;;1
0950;avenue de la Libération vers Nord;2021-01-11;0;0;0;1;1;5;10;40;84;24;11;10;16;17;12;13;10;23;21;7;6;1;4;1;;1
0664;Bonduelle vers sud;2021-01-11;2;0;0;0;1;4;4;23;93;44;14;22;47;27;25;37;40;73;77;52;14;7;7;3;;1
0673;Pont de Pornic vers Sud;2021-01-11;0;0;0;0;0;1;5;10;11;17;0;3;10;7;4;9;8;19;15;12;8;1;2;0;;1
0946;Magellan vers Est;2021-01-11;0;1;0;0;0;4;7;24;78;58;11;25;33;39;15;20;30;64;68;49;14;2;1;2;;1
0670;Pont de Pirmil vers Sud;2021-01-11;1;0;0;1;1;0;6;19;29;12;15;5;13;8;11;6;10;22;35;17;6;6;4;0;;1
0727;Pont Tabarly vers Nord;2021-01-11;0;0;0;0;0;2;8;26;50;15;6;12;13;14;7;14;13;35;28;16;2;3;4;1;;1
0746;Chemin de halage Tortière vers Sud;2021-01-11;0;0;0;0;0;1;2;20;52;23;8;11;14;8;8;22;40;46;49;13;2;0;0;0;;1
0747;Chemin de halage Tortière vers Nord;2021-01-11;0;0;0;0;0;1;1;21;84;36;14;6;11;23;10;13;24;33;51;13;9;2;0;1;;1
0880;Madeleine vers Nord;2021-01-11;1;0;1;1;0;2;14;60;204;99;38;23;65;83;43;32;77;126;147;103;22;13;10;3;;1
0890;Pont de Pirmil vers Sud;2021-01-11;1;0;1;1;5;10;35;132;318;128;43;59;82;98;59;51;103;198;204;133;40;18;11;3;;1
0944;Magellan vers Est;2021-01-11;0;1;0;0;0;1;2;13;30;11;6;6;10;7;8;11;11;31;24;24;3;0;1;2;;1
0960;Sorinières Vers Nord;2021-01-11;0;0;0;0;0;0;0;0;3;3;0;0;2;1;0;0;1;3;2;1;0;0;0;0;;1
0981;Pont Tabarly vers Nord;2021-01-11;0;0;0;0;1;2;4;6;12;5;4;4;6;5;0;3;1;9;13;3;2;0;1;0;;1
0988;Kennedy vers Est;2021-01-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1
0666;Pont Audibert vers Sud;2021-01-11;0;0;0;0;0;0;3;6;7;4;1;6;6;5;6;6;14;22;18;17;3;3;0;0;;1
0669;De Gaulle sortie Clémenceau vers Nord;2021-01-11;0;0;0;0;1;1;9;56;134;35;25;10;27;24;13;15;19;30;38;14;10;14;3;0;;1
0675;Pont Haudaudine vers Nord;2021-01-11;1;0;0;0;0;3;13;30;77;35;19;15;28;37;21;14;33;59;61;36;13;3;3;0;;1
0676;Pont Willy Brandt vers Beaulieu;2021-01-11;0;0;0;0;4;0;4;19;48;30;6;9;18;23;13;11;20;42;43;21;5;4;0;0;;1
0681;Stalingrad vers est;2021-01-11;0;0;0;0;3;0;2;12;28;18;6;10;21;22;19;16;23;45;65;43;11;3;1;2;;1
