Numéro de boucle;Libellé;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Probabilité de présence d'anomalies;Jour de la semaine
0977;3 Continents vers Nord;2020-04-09;0;0;0;0;0;0;6;15;18;6;12;3;6;12;6;3;3;12;15;6;9;6;3;0;;4
0995;Ceineray vers Ouest;2020-04-09;0;0;0;0;0;0;2;9;21;9;6;3;8;5;6;9;11;8;11;9;5;2;0;0;;4
0948;Bd Malakoff vers Est;2020-04-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4
0979;3 Continents vers Sud;2020-04-09;0;0;0;0;0;0;3;12;21;21;3;3;12;21;12;12;18;27;18;6;3;3;0;0;;4
0676;Pont Willy Brandt vers Beaulieu;2020-04-09;0;0;1;1;0;1;0;1;5;2;3;0;4;7;8;4;4;1;8;3;1;2;0;0;;4
0681;Stalingrad vers est;2020-04-09;1;0;0;0;0;0;0;3;6;6;5;4;6;12;7;6;11;16;10;14;6;6;3;0;;4
0682;pont Anne de Bretagne vers Sud;2020-04-09;0;0;0;0;0;0;2;5;12;4;5;3;7;12;7;4;7;21;14;7;3;5;1;0;;4
0666;Pont Audibert vers Sud;2020-04-09;1;1;0;0;1;0;2;6;5;5;10;3;5;4;8;9;10;16;10;11;8;4;1;1;;4
0680;Stalingrad vers ouest;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0847;Entrée pont Audibert vers Sud;2020-04-08;2;2;1;0;0;3;14;13;39;26;16;17;31;24;34;28;26;50;43;34;28;22;11;2;;3
0880;Madeleine vers Nord;2020-04-08;1;1;1;0;0;1;12;15;49;19;16;10;18;24;20;20;16;26;22;15;16;12;7;0;;3
0977;3 Continents vers Nord;2020-04-08;0;0;0;0;0;3;0;15;21;9;12;6;6;6;6;12;3;15;6;6;6;3;3;0;;3
0669;De Gaulle sortie Clémenceau vers Nord;2020-04-08;0;0;0;0;0;1;8;9;18;8;4;4;10;2;6;9;1;11;15;6;7;8;0;1;;3
0996;Van Iseghem vers Nord;2020-04-08;0;0;0;0;1;1;1;2;10;4;0;4;9;9;7;8;9;16;15;6;4;2;1;0;;3
0997;Van Iseghem vers Sud;2020-04-08;0;0;0;0;0;1;0;8;11;0;5;8;8;2;5;0;3;12;6;1;2;1;1;0;;3
0881;Madeleine vers Sud;2020-04-08;1;0;1;0;2;4;16;24;28;27;18;16;21;34;24;27;19;35;48;33;29;18;5;3;;3
0890;Pont de Pirmil vers Sud;2020-04-08;0;0;1;2;4;10;18;31;65;37;29;22;29;41;36;24;40;44;31;31;26;26;11;3;;3
0960;Sorinières Vers Nord;2020-04-08;0;0;0;0;0;0;0;1;1;1;3;0;2;2;1;3;1;3;2;0;1;0;0;0;;3
0979;3 Continents vers Sud;2020-04-08;3;0;0;0;0;0;3;6;15;6;15;27;15;6;6;6;6;3;21;3;0;3;0;0;;3
0785;50 Otages Vers Sud;2020-04-08;2;0;0;0;0;4;18;32;79;35;16;15;42;38;26;17;24;41;36;21;26;20;7;1;;3
0670;Pont de Pirmil vers Sud;2020-04-08;0;1;0;0;1;2;8;8;11;2;1;2;8;9;4;3;4;6;11;8;4;2;2;0;;3
0672;Pont de Pornic vers Nord;2020-04-08;1;1;0;0;0;3;2;5;16;7;3;3;10;9;8;10;4;10;10;7;6;0;0;2;;3
0676;Pont Willy Brandt vers Beaulieu;2020-04-08;0;0;1;0;1;0;0;0;5;1;1;0;5;0;2;3;7;6;3;4;5;2;0;1;;3
0944;Magellan vers Est;2020-04-08;0;0;0;0;1;0;0;2;3;2;0;1;0;4;0;3;2;6;5;4;3;1;0;0;;3
0950;avenue de la Libération vers Nord;2020-04-08;0;1;0;0;1;2;6;8;18;6;12;7;11;11;5;3;8;14;8;12;6;6;2;1;;3
0987;Tremie vers Est;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0948;Bd Malakoff vers Est;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0980;Pont Tabarly vers Sud;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0986;Tremie vers Ouest;2020-04-08;0;0;0;1;0;0;4;2;11;4;1;1;1;2;0;2;2;0;3;2;1;3;1;1;;3
0679;Bd Malakoff vers Gare Sud;2020-04-08;0;0;1;0;0;0;0;1;3;4;1;0;3;2;3;3;5;3;2;1;2;1;1;0;;3
0746;Chemin de halage Tortière vers Sud;2020-04-08;0;0;0;0;0;1;0;5;5;0;2;3;5;3;3;1;3;8;5;1;1;0;2;0;;3
0673;Pont de Pornic vers Sud;2020-04-08;0;0;0;0;1;1;0;4;2;1;1;4;5;6;1;2;1;2;5;7;2;1;0;0;;3
0727;Pont Tabarly vers Nord;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0786;50 Otages Vers Nord;2020-04-08;1;0;1;0;1;5;11;20;40;21;12;18;38;37;30;34;23;51;74;57;29;22;8;4;;3
0665;Bonduelle vers Nord;2020-04-08;0;0;0;0;0;0;8;3;12;5;4;2;9;9;5;8;10;16;18;15;8;6;0;0;;3
0947;Bd Malakoff vers Ouest;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0989;Kennedy vers Ouest;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0946;Magellan vers Est;2020-04-08;0;0;0;0;0;0;1;2;11;6;2;8;2;7;8;3;3;11;14;8;7;2;2;0;;3
0988;Kennedy vers Est;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0677;Pont Willy Brandt vers Malakoff;2020-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0725;Pont Tabarly vers Sud;2020-04-08;0;0;1;1;0;0;3;2;7;5;0;2;3;2;1;7;11;15;4;3;2;2;1;1;;3
0747;Chemin de halage Tortière vers Nord;2020-04-08;0;0;0;0;2;1;0;3;7;2;2;2;4;1;1;4;5;5;8;4;4;0;0;0;;3
0787;50 Otages Vers Sud;2020-04-08;0;0;0;0;0;3;11;22;59;15;17;19;22;30;12;7;21;17;20;7;12;13;5;0;;3
0668;De Gaulle vers sud;2020-04-08;1;0;0;0;1;1;4;3;19;1;8;10;7;7;5;7;13;16;8;18;11;1;3;0;;3
0664;Bonduelle vers sud;2020-04-08;1;0;1;0;0;0;5;4;26;2;7;8;12;9;9;13;10;21;9;13;12;5;1;2;;3
0666;Pont Audibert vers Sud;2020-04-08;0;0;0;0;1;1;3;4;6;0;2;4;2;11;10;6;12;12;7;8;5;2;1;1;;3
0675;Pont Haudaudine vers Nord;2020-04-08;0;0;0;0;0;1;4;8;19;4;8;4;15;12;9;4;7;15;14;5;4;4;0;2;;3
0943;Magellan vers Ouest;2020-04-08;0;0;0;0;0;0;0;0;4;2;3;2;0;1;0;4;2;5;4;2;2;0;0;0;;3
0681;Stalingrad vers est;2020-04-08;1;0;0;0;0;0;3;6;3;6;5;5;9;11;7;9;4;19;16;14;7;12;0;0;;3
0742;Philippot vers Est;2020-04-08;1;0;1;1;0;0;5;15;30;19;3;2;10;19;7;12;7;16;12;6;5;1;3;1;;3
0743;Philippot vers ouest;2020-04-08;1;0;0;1;0;0;1;7;12;8;1;9;13;7;8;15;17;11;22;14;11;7;1;1;;3
0744;Calvaire vers Est;2020-04-08;0;0;0;0;0;0;3;1;7;7;4;5;7;5;4;8;6;9;11;8;4;2;2;0;;3
0745;Calvaire vers Ouest;2020-04-08;1;0;0;1;0;0;0;0;0;1;2;2;4;3;4;5;7;7;6;5;5;3;0;0;;3
0788;50 Otages Vers Nord;2020-04-08;0;0;0;0;0;2;5;10;20;5;6;13;23;22;12;17;27;31;39;33;24;16;3;2;;3
0945;Magellan vers Ouest;2020-04-08;0;1;0;0;0;0;0;3;5;8;4;3;3;11;8;4;5;13;10;5;1;4;0;1;;3
0949;avenue de la Libération vers Sud;2020-04-08;0;2;0;0;0;1;1;3;5;2;1;2;10;5;1;3;3;6;8;6;4;4;2;0;;3
0959;Sorinières Vers Sud;2020-04-08;0;0;0;1;0;4;2;1;4;0;1;1;2;1;0;0;1;3;0;1;0;2;0;0;;3
0981;Pont Tabarly vers Nord;2020-04-08;0;0;0;0;0;3;0;2;7;1;4;0;2;1;2;1;3;3;4;3;1;0;0;1;;3
0994;Ceineray vers Est;2020-04-08;0;0;0;0;0;0;3;1;6;4;0;4;6;7;4;8;12;13;14;16;2;1;1;0;;3
0995;Ceineray vers Ouest;2020-04-08;1;0;0;0;0;2;3;10;21;2;5;7;7;14;9;7;7;11;12;9;5;4;1;0;;3
