Années de comptage;Identifiant du lieu de comptage;Nom du lieu de comptage;Date complète;Date;Heure;Jour de la semaine;Comptage relevé
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;11
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;1
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;5
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;4
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;24
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;20
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;19
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;11
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;42
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;27
2019;1003;Pont Audibert rive Nord vers le nord;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;163
2019;1003;Pont Audibert rive Nord vers le sud;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;228
2019;1003;Pont Audibert rive Nord vers l'est;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;83
2019;1003;Pont Audibert rive Nord vers l'ouest;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;79
2018;1003;Pont Audibert rive Nord vers le nord;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;106
2018;1003;Pont Audibert rive Nord vers l'est;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;37
2018;1003;Pont Audibert rive Nord vers l'est;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;71
2017;1003;Pont Audibert rive Nord vers l'ouest;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;53
2016;1003;Pont Audibert rive Nord vers le sud;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;280
2016;1003;Pont Audibert rive Nord vers l'ouest;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;23
2015;1003;Pont Audibert rive Nord vers le nord;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;48
2015;1003;Pont Audibert rive Nord vers le sud;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;231
2014;1003;Pont Audibert rive Nord vers l'est;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;25
2013;1003;Pont Audibert rive Nord vers le sud;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;200
2013;1003;Pont Audibert rive Nord vers le sud;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;103
2013;1003;Pont Audibert rive Nord vers l'est;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;13
2012;1003;Pont Audibert rive Nord vers le nord;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;46
2012;1003;Pont Audibert rive Nord vers le sud;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;59
2012;1003;Pont Audibert rive Nord vers le sud;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;147
2012;1003;Pont Audibert rive Nord vers l'est;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;6
2012;1003;Pont Audibert rive Nord vers l'ouest;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;12
2012;1003;Pont Audibert rive Nord vers l'ouest;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;20
2012;1003;Pont Audibert rive Nord vers l'ouest;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;35
2011;1003;Pont Audibert rive Nord vers le nord;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;150
2011;1003;Pont Audibert rive Nord vers l'ouest;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;9
2010;1003;Pont Audibert rive Nord vers le nord;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;47
2010;1003;Pont Audibert rive Nord vers l'est;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;23
2010;1003;Pont Audibert rive Nord vers l'ouest;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;6
2010;1003;Pont Audibert rive Nord vers l'ouest;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;14
2008;1003;Pont Audibert rive Nord vers le nord;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;26
2008;1003;Pont Audibert rive Nord vers le sud;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;63
2007;1003;Pont Audibert rive Nord vers le nord;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;50
2007;1003;Pont Audibert rive Nord vers le nord;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;71
2007;1003;Pont Audibert rive Nord vers le sud;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;40
2007;1003;Pont Audibert rive Nord vers l'est;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;
2007;1003;Pont Audibert rive Nord vers l'ouest;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;
2007;1003;Pont Audibert rive Nord vers l'ouest;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;
2004;1003;Pont Audibert rive Nord vers le sud;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;20
2004;1003;Pont Audibert rive Nord vers l'est;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;22
2003;1003;Pont Audibert rive Nord vers le nord;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;25
2003;1003;Pont Audibert rive Nord vers le nord;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;39
2002;1003;Pont Audibert rive Nord vers l'est;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;9
2002;1003;Pont Audibert rive Nord vers l'ouest;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;5
2002;1003;Pont Audibert rive Nord vers l'ouest;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;13
2001;1003;Pont Audibert rive Nord vers le nord;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;20
2001;1003;Pont Audibert rive Nord vers le sud;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;21
2001;1003;Pont Audibert rive Nord vers l'ouest;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;1
2000;1003;Pont Audibert rive Nord vers le nord;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;42
1999;1003;Pont Audibert rive Nord vers l'est;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;1
1998;1003;Pont Audibert rive Nord;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;35
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;389
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;20
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;165
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;282
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;200
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;25
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;327
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;17
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;95
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;314
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;256
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;9
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;158
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;19
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;76
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;93
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;184
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;14
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;16
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;8
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;10
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;35
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;3
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;51
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;48
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;73
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;30
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;18
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;9
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;14
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;55
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;86
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;11
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;143
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;17
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;82
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;11
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;37
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;29
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;170
2020;1000;Quai de la Fosse vers l'est;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;132
2020;1000;Quai de la Fosse vers l'est;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;63
2020;1000;Quai de la Fosse vers l'ouest;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;429
2020;1000;Quai de la Fosse vers l'ouest;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;94
2020;1001;Bd Kennedy devant le Chateau vers l'est;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;107
2020;1001;Bd Kennedy devant le Chateau vers l'est;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;112
2020;1001;Bd Kennedy devant le Chateau vers l'est;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;233
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;13
2019;1000;Quai de la Fosse vers l'ouest;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;238
2018;1000;Quai de la Fosse vers l'ouest;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;101
2016;1000;Quai de la Fosse vers l'est;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;101
2016;1000;Quai de la Fosse vers l'est;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;245
2016;1000;Quai de la Fosse vers l'est;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;118
2014;1000;Quai de la Fosse vers l'ouest;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;248
2013;1000;Quai de la Fosse vers l'est;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;153
2011;1000;Quai de la Fosse vers l'ouest;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;48
2010;1000;Quai de la Fosse vers l'est;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;93
2009;1000;Quai de la Fosse vers l'est;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;42
2007;1000;Quai de la Fosse vers l'est;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;51
2007;1000;Quai de la Fosse vers l'est;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;39
2006;1000;Quai de la Fosse vers l'est;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;53
2006;1000;Quai de la Fosse vers l'est;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;36
2006;1000;Quai de la Fosse vers l'ouest;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;69
2005;1000;Quai de la Fosse vers l'est;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;53
2004;1000;Quai de la Fosse vers l'est;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;54
2003;1000;Quai de la Fosse vers l'est;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;29
2002;1000;Quai de la Fosse vers l'ouest;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;37
2001;1000;Quai de la Fosse vers l'ouest;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;32
2001;1000;Quai de la Fosse vers l'ouest;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;44
1999;1000;Quai de la Fosse vers l'est;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;45
1999;1000;Quai de la Fosse vers l'ouest;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;32
1998;1000;Quai de la Fosse vers l'ouest;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;69
2018;1001;Bd Kennedy devant le Chateau vers l'est;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;92
2017;1001;Bd Kennedy devant le Chateau vers l'ouest;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;141
2015;1001;Bd Kennedy devant le Chateau vers l'est;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;125
2015;1001;Bd Kennedy devant le Chateau vers l'ouest;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;126
2012;1001;Bd Kennedy devant le Chateau vers l'est;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;188
2012;1001;Bd Kennedy devant le Chateau vers l'ouest;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;90
2011;1001;Bd Kennedy devant le Chateau vers l'ouest;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;133
2009;1001;Bd Kennedy devant le Chateau vers l'ouest;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;27
2008;1001;Bd Kennedy devant le Chateau vers l'ouest;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;57
2007;1001;Bd Kennedy devant le Chateau vers l'est;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;75
2007;1001;Bd Kennedy devant le Chateau vers l'ouest;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;69
2006;1001;Bd Kennedy devant le Chateau vers l'ouest;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;34
2006;1001;Bd Kennedy devant le Chateau vers l'ouest;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;41
2005;1001;Bd Kennedy devant le Chateau vers l'est;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;46
2005;1001;Bd Kennedy devant le Chateau vers l'ouest;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;35
2004;1001;Bd Kennedy devant le Chateau vers l'est;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;38
2004;1001;Bd Kennedy devant le Chateau vers l'ouest;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;42
2002;1001;Bd Kennedy devant le Chateau vers l'ouest;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;37
2001;1001;Bd Kennedy devant le Chateau vers l'est;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;24
2000;1001;Bd Kennedy devant le Chateau venant du nord;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;17
2000;1001;Bd Kennedy devant le Chateau venant du nord;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;
1999;1001;Bd Kennedy devant le Chateau vers l'ouest;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;35
1999;1001;Bd Kennedy devant le Chateau venant du nord;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;11
1998;1001;Bd Kennedy devant le Chateau vers l'ouest;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;50
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;25
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;50
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;12
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;60
2016;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;35
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;65
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;15
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;51
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;38
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;52
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;47
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;42
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;39
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;12
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;7
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;12
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;27
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;93
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;14
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;15
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;0
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;9
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;7
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;37
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;12
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;12
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;5
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;30
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;6
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;35
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;10
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;45
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;11
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;18
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;31
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;57
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;37
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;20
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;33
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;7
2018;1003;Pont Audibert rive Nord vers l'ouest;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;14
2017;1003;Pont Audibert rive Nord vers le sud;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;116
2017;1003;Pont Audibert rive Nord vers l'est;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;12
2016;1003;Pont Audibert rive Nord vers le nord;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;90
2016;1003;Pont Audibert rive Nord vers le nord;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;250
2015;1003;Pont Audibert rive Nord vers le nord;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;47
2015;1003;Pont Audibert rive Nord vers le nord;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;187
2015;1003;Pont Audibert rive Nord vers l'est;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;27
2015;1003;Pont Audibert rive Nord vers l'est;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;29
2015;1003;Pont Audibert rive Nord vers l'est;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;24
2014;1003;Pont Audibert rive Nord vers le nord;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;172
2014;1003;Pont Audibert rive Nord vers le sud;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;204
2014;1003;Pont Audibert rive Nord vers l'est;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;37
2013;1003;Pont Audibert rive Nord vers le nord;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;32
