Années de comptage;Identifiant du lieu de comptage;Nom du lieu de comptage;Date complète;Date;Heure;Jour de la semaine;Comptage relevé
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;14
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;169
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;11
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;79
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;208
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;18
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;12
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;107
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;41
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;87
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;78
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;116
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;54
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;0
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;0
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;14
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;107
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;14
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;7
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;71
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;67
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;26
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;124
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;2
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;4
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;5
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;49
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;35
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;6
2020;1001;Bd Kennedy devant le Chateau vers l'ouest;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;76
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;15
2020;1003;Pont Audibert rive Nord vers le nord;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;121
2020;1003;Pont Audibert rive Nord vers le sud;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;447
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;291
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;48
2019;1000;Quai de la Fosse vers l'ouest;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;370
2017;1000;Quai de la Fosse vers l'est;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;182
2014;1000;Quai de la Fosse vers l'ouest;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;86
2013;1000;Quai de la Fosse vers l'est;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;51
2013;1000;Quai de la Fosse vers l'ouest;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;234
2012;1000;Quai de la Fosse vers l'est;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;41
2011;1000;Quai de la Fosse vers l'est;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;50
2011;1000;Quai de la Fosse vers l'est;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;56
2010;1000;Quai de la Fosse vers l'ouest;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;124
2009;1000;Quai de la Fosse vers l'est;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;75
2009;1000;Quai de la Fosse vers l'ouest;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;90
2007;1000;Quai de la Fosse vers l'est;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;73
2007;1000;Quai de la Fosse vers l'est;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;51
2004;1000;Quai de la Fosse vers l'ouest;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;104
2004;1000;Quai de la Fosse vers l'ouest;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;43
2003;1000;Quai de la Fosse vers l'est;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;28
2003;1000;Quai de la Fosse vers l'ouest;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;24
2003;1000;Quai de la Fosse vers l'ouest;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;77
2002;1000;Quai de la Fosse vers l'ouest;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;32
2000;1000;Quai de la Fosse vers l'ouest;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;73
1999;1000;Quai de la Fosse vers l'est;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;62
1998;1000;Quai de la Fosse vers l'est;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;16
2019;1001;Bd Kennedy devant le Chateau vers l'ouest;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;149
2017;1001;Bd Kennedy devant le Chateau vers l'ouest;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;163
2016;1001;Bd Kennedy devant le Chateau vers l'ouest;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;87
2016;1001;Bd Kennedy devant le Chateau vers l'ouest;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;217
2016;1001;Bd Kennedy devant le Chateau vers l'ouest;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;161
2014;1001;Bd Kennedy devant le Chateau vers l'est;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;62
2013;1001;Bd Kennedy devant le Chateau vers l'est;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;68
2012;1001;Bd Kennedy devant le Chateau vers l'ouest;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;120
2010;1001;Bd Kennedy devant le Chateau vers l'est;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;112
2010;1001;Bd Kennedy devant le Chateau vers l'est;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;41
2010;1001;Bd Kennedy devant le Chateau vers l'ouest;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;107
2005;1001;Bd Kennedy devant le Chateau vers l'ouest;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;58
2004;1001;Bd Kennedy devant le Chateau vers l'ouest;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;36
2003;1001;Bd Kennedy devant le Chateau vers l'est;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;27
2003;1001;Bd Kennedy devant le Chateau vers l'est;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;16
2002;1001;Bd Kennedy devant le Chateau vers l'est;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;37
2001;1001;Bd Kennedy devant le Chateau vers l'ouest;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;11
2000;1001;Bd Kennedy devant le Chateau vers l'est;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;52
2000;1001;Bd Kennedy devant le Chateau vers l'ouest;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;52
1999;1001;Bd Kennedy devant le Chateau vers l'ouest;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;56
1999;1001;Bd Kennedy devant le Chateau venant du nord;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;14
1998;1001;Bd Kennedy devant le Chateau vers l'ouest;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;22
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;86
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;72
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;53
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;14
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;25
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;19
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;54
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;73
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;57
2016;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;35
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;15
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;16
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;23
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;62
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;13
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;41
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;18
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;10
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;20
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;83
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;94
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;14
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;26
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;35
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;10
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;23
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;48
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;24
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;23
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;24
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;29
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;42
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;9
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;27
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;40
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;25
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;16
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;15
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;20
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;17
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;10
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;5
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;15
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;13
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;13
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;5
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;29
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;24
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;16
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;26
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;14
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;9
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;37
2019;1003;Pont Audibert rive Nord vers le nord;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;116
2019;1003;Pont Audibert rive Nord vers le nord;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;77
2018;1003;Pont Audibert rive Nord vers le nord;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;292
2018;1003;Pont Audibert rive Nord vers le nord;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;299
2018;1003;Pont Audibert rive Nord vers l'est;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;42
2017;1003;Pont Audibert rive Nord vers le nord;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;213
2017;1003;Pont Audibert rive Nord vers le sud;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;191
2016;1003;Pont Audibert rive Nord vers le nord;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;79
2016;1003;Pont Audibert rive Nord vers le nord;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;199
2016;1003;Pont Audibert rive Nord vers le sud;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;306
2016;1003;Pont Audibert rive Nord vers l'est;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;49
2016;1003;Pont Audibert rive Nord vers l'est;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;48
2016;1003;Pont Audibert rive Nord vers l'ouest;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;36
2013;1003;Pont Audibert rive Nord vers le sud;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;68
2013;1003;Pont Audibert rive Nord vers le sud;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;53
2013;1003;Pont Audibert rive Nord vers l'ouest;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;19
2012;1003;Pont Audibert rive Nord vers le nord;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;99
2012;1003;Pont Audibert rive Nord vers le sud;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;48
2012;1003;Pont Audibert rive Nord vers l'est;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;25
2011;1003;Pont Audibert rive Nord vers le nord;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;49
2011;1003;Pont Audibert rive Nord vers l'est;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;27
2011;1003;Pont Audibert rive Nord vers l'est;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;20
2010;1003;Pont Audibert rive Nord vers le nord;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;45
2010;1003;Pont Audibert rive Nord vers l'ouest;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;28
2009;1003;Pont Audibert rive Nord vers le nord;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;141
2009;1003;Pont Audibert rive Nord vers le sud;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;128
2009;1003;Pont Audibert rive Nord vers le sud;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;61
2009;1003;Pont Audibert rive Nord vers l'est;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;3
2009;1003;Pont Audibert rive Nord vers l'est;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;1
2008;1003;Pont Audibert rive Nord vers le nord;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;85
2008;1003;Pont Audibert rive Nord vers le sud;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;121
2008;1003;Pont Audibert rive Nord vers l'est;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;
2008;1003;Pont Audibert rive Nord vers l'ouest;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;
2007;1003;Pont Audibert rive Nord vers l'est;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;
2006;1003;Pont Audibert rive Nord vers le nord;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;27
2006;1003;Pont Audibert rive Nord vers l'est;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;0
2006;1003;Pont Audibert rive Nord vers l'ouest;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;12
2006;1003;Pont Audibert rive Nord vers l'ouest;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;4
2005;1003;Pont Audibert rive Nord vers le sud;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;116
2005;1003;Pont Audibert rive Nord vers le sud;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;139
2005;1003;Pont Audibert rive Nord vers l'ouest;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;9
2004;1003;Pont Audibert rive Nord vers le sud;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;69
2004;1003;Pont Audibert rive Nord vers l'ouest;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;7
2004;1003;Pont Audibert rive Nord vers l'ouest;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;10
2002;1003;Pont Audibert rive Nord vers le sud;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;5
2002;1003;Pont Audibert rive Nord vers l'est;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;15
2001;1003;Pont Audibert rive Nord vers l'est;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;4
2000;1003;Pont Audibert rive Nord vers l'est;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;4
1999;1003;Pont Audibert rive Nord vers le nord;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;27
1999;1003;Pont Audibert rive Nord vers le sud;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;58
1999;1003;Pont Audibert rive Nord vers l'est;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;4
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;149
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;142
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;323
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;12
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;4
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;119
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;14
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;13
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;302
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;10
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;328
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;83
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;22
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;24
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;18
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;66
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;21
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;33
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;11
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;24
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;9
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;116
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;103
